steming_data,Score,Sentiment
gen seru pilihannnya bannyak banget gen bosan tolong hilang bug nnya,0,Negatif
bingung nih game jaring lancar jaya bagus disconnected ngeganggu banget pls pas main game horror berpart part banget bug kagak benerin cheater game kagak banned becus banget ngebanned gue mah orang kagak salah ban cheater game kagak banned bikin ngeleg roblox jelek strict balikin,3,Positif
main game ngelag internet bagus kendala hp,1,Positif
game seru sih ganti ava robux,2,Positif
bagus banget game ya map suka map fish,5,Positif
bagus iklan anak suka main,0,Negatif
main suka sinyal tinggal baris tolong ya baik biar main game map ya moga app player detector tolong ya,7,Positif
bagus banget pilih main mabar mabar teman ya banget download roblox,3,Positif
roblox ya ya game ya rusak kah,3,Positif
devoloper please support android please,-1,Negatif
game ya bagustapi game tolong fps ya tinggiin,4,Positif
roblox bagus main bagus,2,Positif
game roblox bagus banget map ya banget contoh map grow a garden steal a brainrot brookhaven dlldan lainlain game ya seru nama bikin roblox david basuki wow main game sih main game kadangkadang doang roblox doang seru orang main barengmabar kasih bintang game robloooox,12,Positif
roblox ngebak,0,Negatif
suka moga habis kak data,1,Positif
bagus bangettapi minus ya bug ya,1,Positif
nguras paket,1,Positif
pas login akunalyabunga tiaba jaring ya bagus akun sayang ku robux situ yaudah ganti akun sarankalau orang login erorr ya,5,Positif
aplikasi ya bagus sssss bribu ribu game dalam bribu ribu game,4,Positif
lucu,0,Negatif
is the best,1,Positif
tolong harga aksesoris rambut baju murahin,2,Positif
moga roblox san,1,Positif
tolong apgered ya kakpermainan ya bagus seru danmenyenang,4,Positif
main ya seru banget,3,Positif
seru banget mabarr,2,Positif
sagangat bagus talon kikir,2,Positif
bagus gamenya,1,Positif
pls sering hapus item headless fake pls bebasin headless real headless fake hapus headless fake gear gear cuman pajang profil akun main map gear pakai hilang serius cuman pajang profil doang balikin robux hapus item balikin robux raka balikin biar rugi,-7,Negatif
keren ketemu semi,2,Positif
bagus sih sinyal ya ngeleg,2,Positif
donlot hapus muluterus terus malas,-2,Negatif
game ku teman online server agam,2,Positif
game ya seru main,3,Positif
anjir sengaja bikin admin jomok marah,-2,Negatif
game ya seru woyy,3,Positif
gamenya bagus suka game kadang main gabutkadang lag map tolong baik ya lag map,4,Positif
l roblox,0,Negatif
assalamualaikum wrwb halo cipta roblox corporation kasih bintang ya alas suka game main map kadang bug ya error kadang map ya ngelag kadang gamenya diam gerak aplikasi map map bug ya dikecilin dikit ya game ya wassalamualaikum wrwb,7,Positif
ragak bagus iso omong main main besti enak akun blokir terima kasih,1,Positif
ya game burik,1,Positif
gs si gs r ggr rg gr si r r rg r,0,Negatif
tolong banget pas roblox ya party ya hilang putar jaring aman kadang masuk kadang masuk,5,Positif
seru pedofil adek kemarin korban,-1,Negatif
roblox ya dongo citer ya ban kena ban,1,Positif
keren game ya,3,Positif
hai nama yasin bagus game ya pitur ya pitur ya kamera saken ya roblox,7,Positif
bagus banget,2,Positif
suka roblox senang,2,Positif
main ya mantap ngelag,2,Positif
upgrade,0,Negatif
game bagus tolong bug resah report player suka dinoties,1,Positif
bagus banget akun,2,Positif
skin banhamer hama ngebug mancing,0,Negatif
main game tolong baik,2,Positif
game ku jelek main pas main tagih main teman bagus nih game ku kasih rating bintang,1,Positif
game bagus roblok offline,2,Positif
seru banget main ya,3,Positif
tolong baik roblox ya ya coba login keteranganya apk fungsi negara kecewa berat gem sukan ku login rela afk sultan map rela hp memori ya penuh tolong baik ya gem ya usaha cepat baik gem ya,7,Positif
nih game ubah tolong game optimalin hp spek rendah cuman doang hpnya bagus hp kentang,2,Positif
gue suka banget game ya,4,Positif
enak,1,Positif
bagus game ya game seru main,5,Positif
mantap boros data,0,Negatif
gamenya baik kesal tau,0,Negatif
lumayan,0,Negatif
seru banget game ya oh ya moga game jurassic bloky viral,7,Positif
bagus suka banget,3,Positif
tolong game ketat aman temu player cheatyang menggangu permainangame ya bagus asiknamumada lumayan main anak mohon aman game tingkat,4,Positif
bagus ngebug kadang kadang,3,Positif
banget wifi ngeleg gamenya beban,0,Negatif
enak banget gem ya,3,Positif
bagus game toplong ya cepat masuk kegamenya platform turut menit tolong cepat proses masuk gamenya tunggu eh reconnnet kesel giru tunggu reconnet,0,Negatif
wek mabar yuk,1,Positif
game cocok kaum pemuda pemudiyang jomblo buru download,1,Positif
game ya afk cloudemulator jelek,0,Negatif
sungguh suka main ya sungguh seru main main,3,Positif
game seru game game lai ava gratis keren banget deh pokok roblox,7,Positif
bagus,1,Positif
game buruk sampah,-1,Negatif
roblox mabar teman,0,Negatif
bagus,1,Positif
game seru seru kenal,3,Positif
ayo mabar,1,Positif
ngereport orang ngaruh orang ngereport langsung ban nih aman report exploiter naikin aman sibuk update logo,1,Positif
game banget analog ya jet,3,Positif
suka game seru banget,4,Positif
gem ya bagus,2,Positif
game ya,2,Positif
suka update ya,2,Positif
ooo magaaa bagus ya,2,Positif
enak game teman asli suka ff lupa ff yaudah main roblox hehe,4,Positif
game ya bikin seru,3,Positif
enak main ya seru,3,Positif
game bagus,2,Positif
rame,1,Positif
geme ya seru pas ketemu teman bosan main geme,3,Positif
game gua hapus ngebug,-1,Negatif
game jelek roblox wkwkwk,0,Negatif
game seru senang bahagia teman,3,Positif
suara musik map hilang full up volume setting muncul suara efek sebab sistem chat suara ya dengar fungsi,4,Positif
bagus banget game ya,4,Positif
game omg banget,2,Positif
maaf kasih bintang buka aplikasi roblox ya,0,Negatif
game ya seru grafik ya bagus padti main buru install bos,6,Positif
game seru mabar main teman,2,Positif
keren,1,Positif
bgauss grafik ya top banget banya map seru,5,Positif
lag,-1,Negatif
duka fengan main beli robux susah tau,-2,Negatif
lag banget,0,Negatif
bagus bangeetttt suka,2,Positif
game seru main keluarga teman teman dann saudara,2,Positif
game seru mbak ya,3,Positif
suka main seru bayak banget main ya beli avatar ya bayar ya kasih nilai bintang ya tolong gerat beli robux,8,Positif
game ya bagus,3,Positif
bagus seru banget main ya banya,4,Positif
gem ya bagus bayak gem seru suka main gem fish,4,Positif
bagong,0,Negatif
bagus banget loading item ya mahal item map suka mabar adikk beda sakura bintang,1,Positif
hai nama azizah nilai game seru mabar contoh catalog tower brookhaven segitu,3,Positif
game ya bagus kenal teman pokok game baik,5,Positif
jelekkkkkkk banget,1,Positif
seru update,1,Positif
game jelek,-1,Negatif
bagus game keren,3,Positif
seru main roblox,1,Positif
kadang hp kuat kiri,0,Negatif
geme ya seru roblox trimakasih developer roblox moga roblox kembang dunia,5,Positif
gamegame seruseru suka banget,2,Positif
lumayan senang,1,Positif
login,0,Negatif
game hilang akun,1,Positif
seru banget geme ya,3,Positif
main jelek,-2,Negatif
game seru sayang owner fish kikir,3,Positif
pas main roblok melulu sih tolong baik ya kasih bintang deh,2,Positif
aplikasi bagus banget suka banget pliss,3,Positif
milik allah bayar kurang byr pakai robuxduit rat,1,Positif
sumpah bagus banget tower wajib dowllot ya,2,Positif
roblox,0,Negatif
download,0,Negatif
tarik game ya,3,Positif
tolong baik roblox ya david basuki roblox ku ngeleg hp kentang unistal langgan hapus roblox robux sayang banget,3,Positif
seru map ya banyakk suka banget,4,Positif
main ya seruuuuuuu banget deh suka bangettttttttt,3,Positif
seru game ya fish,3,Positif
tolong baik main lag patah memori sinyal bagus,-1,Negatif
buruk,-1,Negatif
bagus banguut,1,Positif
roblox syarat biar ngeleg plisss,0,Negatif
seru seru map ya gweh verif ktp onmic atur ya,4,Positif
game seru banget game suka fish,5,Positif
hapus game jelek,-2,Negatif
tolong sc ya kasih,1,Positif
hp ledak,-1,Negatif
bagus banget ikal,2,Positif
wow,0,Negatif
game bagus,2,Positif
seru tam,1,Positif
tolong hapus game play pause ya,1,Positif
ilike the game,1,Positif
gem seru main,1,Positif
selamat pagi alami force close roblox mohon bantu id roblox ardianmaulanax,-1,Negatif
dont mis out dont be an advertisement,0,Negatif
game ya seru roblox ples seru,4,Positif
roblox seru teman mabar coba mainin tawer loh,0,Negatif
donload roblox alas,0,Negatif
bagus ok dann bantu bingung bosan bagus glitch ya sih tolong bag glitch ya baik terimakasih,7,Positif
seru mabar teman,1,Positif
bug ya sih wifi bagus relog ya tolong baik bug ya,3,Positif
bagus,1,Positif
game ya seru banget ya tau main kayak seru banget,5,Positif
pas verif gagal cahaya terang tulis pls deh sulit banget,0,Negatif
roblox tolong robux gratis roblox,1,Positif
geme seru steal brainrot malam,0,Negatif
roblox im stuck white screen and im cant fix lu still dont care about the system,1,Positif
gem ya bagus minus ya butuh jaring lancar blok fruit,3,Positif
game bagus p,2,Positif
seru banget best sih bikin betah main,3,Positif
bagus main error saking error ya kasih bintang tolong error update baru tolong lupa ya,-3,Negatif
game ya seru banget tagih update baru bagus banget,5,Positif
roblox elek banget sih,1,Positif
bagus maksa pakai hp ram ngeleduk entar,0,Negatif
game ya mantap,4,Positif
kasih b sc,0,Negatif
bagus,1,Positif
permainann bagus cocok main anak anak,-1,Negatif
kecewa sistem banned akun,-2,Negatif
update erorbug mulu item hilang tolong baik,0,Negatif
bagus main,1,Positif
mohon akun ku rebelion pakai paskei,0,Negatif
seru sihtapi seru seru,3,Positif
game ya bagus seru seru toko sport game ya guys bagus banget,10,Positif
seru roblox cinta roblox,1,Positif
seru game game lainyajadi main puasnyasangat seruuugame seru fish seru banget,6,Positif
game rusak usak anak adegan dewasa anak leceh aniaya akibat game tolong sadar baik gamenya unsur seksual religion nista agama playernya game,-4,Negatif
bagussssssssss banget ttttttttt,1,Positif
wow,0,Negatif
bagus game,2,Positif
blokir fish game scam,0,Negatif
game best playstore,2,Positif
main roblox orang hina leceh bela akun block halo mana adil,-2,Negatif
wahgame seru kereativitas ya keren,3,Positif
bikin ngelek,0,Negatif
banget bug game gua nyaman,1,Positif
seruh banget,1,Positif
game jamet wifi lancar bug,1,Positif
bagus bangettyt,1,Positif
game ya bagus item beli robux hilang ku lucu bro robux hilang,2,Positif
suka ikkan menganggu,1,Positif
game bagus,2,Positif
gamenya senang milik game tarik,4,Positif
roblox game larang,0,Negatif
mantap gan ane suka banget gamenye,4,Positif
pokok mantap ambi kouta,2,Positif
akun hilang suruh ganti password tau ya,-1,Negatif
bayak heker,0,Negatif
tau bilang apapokoknya seru bangettapi banget macet ngebugpadahal banget update doang,2,Positif
main ya seru perotes af hina pacar robax,1,Positif
keren game ya cool,4,Positif
download,0,Negatif
thats all good keren banget seru main game sekiter tahun ngebosenin pas main roblox,5,Positif
tolong baik fitur microphone ya ya gabung suara game terimakasih,4,Positif
game bagus pakai wifi main main terusmenerus tamat sapi developer tolong game ya bosan goodbye,1,Positif
game seru bagus main teman teman bagus bangeeeettttt,4,Positif
seru bayak banget map ya,3,Positif
keren game ya mancing gila,4,Positif
this is my game no this sok funny i play with my friends,2,Positif
ikan rahasia talon kasih bintang fish,0,Negatif
moga roblox depan ya tahan samapai keluarga amin,2,Positif
sumpah mainin sore,-1,Negatif
ramee seru,1,Positif
suka suka,2,Positif
game main,1,Positif
suka,1,Positif
game ya jelek,0,Negatif
bagus game ya,3,Positif
bagus banget suka,3,Positif
game ya bagus tingkat,4,Positif
binasa memeng bagus banget bisah teman loh,2,Positif
halo bebe main roblox pagi pagi hehe,1,Positif
main game roblox coba rasa seru ya mabar teman main game knapa jaring ku bagus tulisannyacheck your connection hmm knapa ya,6,Positif
seru banget,2,Positif
kasih bintang suka ngeleg dann kasi robax anak yatm,-1,Negatif
game roblok seru banget cari taman main main,3,Positif
game keren,2,Positif
suka banget game,3,Positif
game gjlssinyal bagus ngelegpas masuk game ya putihkalok pegang tongkat,2,Positif
no way fish,0,Negatif
game lumayan bagus cuman lebih ya kebaya sc situ sc ya ben permanen kasih pergat situ pakai kasar langsung kena perigataan situ tolong sc sih cumab banget sc game doang sih keluh terima kasih baca,9,Positif
bagus keren,2,Positif
game seru suka pancing fish seru sikrit hari seru kali,5,Positif
game ya bagus fitur tarik,4,Positif
seru banget main ya,3,Positif
upgrade sih memori pikir,0,Negatif
game ya pas download layar putih,2,Positif
seru bagus,2,Positif
muas,1,Positif
naik harga sembarang,1,Positif
mantap banget fist,3,Positif
game orangorangnya ramah gamenya asik banget gamenya pilih apa,1,Positif
saran main map viral candu gila,0,Negatif
game lemottt wifii lancar lag roblox coba lag cuman doang nih parah lag ya,-2,Negatif
senang main game akun ku hilang apaapain,2,Positif
sok fire,0,Negatif
kasih bintang game seru depa bagus,3,Positif
ngelag ya map bintang kali baru seringkali tolong baik,1,Positif
seru banget,2,Positif
bagus banget gamenya grafik hd,2,Positif
blok user emulator cloud phone user user hancur game,1,Positif
kontrol depan malam macet normal pencet tombol,-1,Negatif
login game,1,Positif
bagus banget mabar fiks sih gem suka banget,4,Positif
wow game seru ribu pilih game bug game seru,3,Positif
bagus gamenyatp hpku suka lag,1,Positif
seru game ya guys,4,Positif
good game ya suka mabar its okay koneksi mabar bareng temendan artis kak gabyjovita nama akun roblox kak gaby main,6,Positif
avanya buram dah,-2,Negatif
gamenya seru seru fish,2,Positif
tolong roblox hapus item item roblox robux ya kembaliin beli robux pakai duit pakai kertas item pakai aksesoris hapus robux ya terima beli robux ujung ya robux ya hilang tahu,-1,Negatif
fix your game loading item avatar for sok long are you kidding,0,Negatif
roblox sagat seru,1,Positif
game ya seru banget main teman seru kadang kadang suka ngelag map obby susah nganggu suka roblox moga roblox kembang,9,Positif
bagus ngeleg game sip bintang,2,Positif
maaf kasih gin roblox beda banget deri aneh main roblox tahun apdet akun ku hilang mulu,0,Negatif
seru game ya,3,Positif
geme ya bagus kadang towernya miringgin kadang akun pas main akun bikin kesal tolong baik,6,Positif
bosan,-1,Negatif
mahon maaf roblox masuk geme ya pakai wefi eror gabung,-3,Negatif
i was really unclear i was chatting with my friend when i got a violation for swearing,-1,Negatif
ava ya orang jelek,-1,Negatif
suka rusak mata merah mohon hapus game ya,0,Negatif
seru ya,2,Positif
seru banget,2,Positif
game gue main obby leser merah kamera tb tb geser gue nyentuh mati tb tb kamera ya ngejauh pas zoom ngeganggu banget pas main obby sekian terima gaji,6,Positif
asik,1,Positif
bug karakter blur pas masuk map blur,-3,Negatif
tolong gunung ya banyak,1,Positif
good,1,Positif
bagus suka main roblox,2,Positif
puas fitur sedia game moga game kembang lupa hilang bug ya ya,8,Positif
woi apk apas gue main game fisht itmasa element rod kena bug gue sc ya hutan kunosama kuil suci masuk kuil suci doangyang hutan kuno ya tolong baik ki,2,Positif
game bagus main game aplikasi,2,Positif
game ya bagus,3,Positif
susah afk,-1,Negatif
